,Name,Tweet
251,Donald Trump,Where’s the Whistleblower?
252,Donald Trump,"The Fake Washington Post keeps doing phony stories, with zero sources, that I am concerned with the Impeachment sca…"
253,Donald Trump,My Administration is fighting hard to end the Opioid Crisis. Join with us by disposing unused or expired prescripti…
254,Donald Trump,....
255,Donald Trump,"....greatly help the African American community (and all other communities), and which was unable to get done in pa…"
256,Donald Trump,Badly failing presidential candidate @KamalaHarris will not go to a very wonderful largely African American event t…
257,Donald Trump,The Ukraine investigation is just as Corrupt and Fake as all of the other garbage that went on before it. Even Shif…
258,Donald Trump,....We should all work together to clean up these hazardous waste and homeless sites before the whole city rots awa…
259,Donald Trump,I can’t believe that Nancy Pelosi’s District in San Francisco is in such horrible shape that the City itself is in…
260,Donald Trump,"“Not a single American citizen has been charged with anything related to Russian Collusion, not one person.”…"
261,Donald Trump,Had a beautiful dinner last night at Camp David in celebration of the 10th Wedding Anniversary of Ivanka and Jared.…
262,Donald Trump,...Thank you @foxandfriends! Hopefully this is just the beginning of a massive story of injustice and treason. You…
263,Donald Trump,..the President when Flynn had been cleared of everything long before that. The DOJ is withholding a lot of evidenc…
264,Donald Trump,....They exonerated him completely of being an agent of Russia (Recently Crooked Hillary charged Tulsi Gabbard &amp; Ji…
265,Donald Trump,“General Michael Flynn’s attorney is demanding that charges be immediately dropped after they found that FBI Agents…
266,Donald Trump,My Administration is fighting hard to end the Opioid Crisis. Join with us by disposing unused or expired prescripti…
267,Donald Trump,https://t.co/o6mk8orgrC
268,Donald Trump,https://t.co/zDEOQfpvk1
269,Donald Trump,Great Book!
270,Donald Trump,Wow!
271,Donald Trump,My lawyers should sue the Democrats and Shifty Adam Schiff for fraud!
272,Donald Trump,"....The entire Impeachment Scam was based on my perfect Ukrainian call, and the Whistleblowers account of that call…"
273,Donald Trump,Democrats just announced that they no longer want the Whistleblower to testify. But everything was about the Whistl…
274,Donald Trump,To Tim: The Button on the IPhone was FAR better than the Swipe!
275,Donald Trump,....in the basement of the United States Capitol! They cannot win at the ballot box. Their sham for the past 3 year…
276,Donald Trump,"I appreciate the support of Senator @LindseyGraham, @SenateMajLdr Mitch McConnell, and their Great Senate Republica…"
277,Donald Trump,It was my great honor to deliver the keynote address at the 2019 Second Step Presidential Justice Forum hosted by t…
278,Donald Trump,Thank you @robertjeffress!
279,Donald Trump,Heading to South Carolina!
280,Donald Trump,"“Donald J. Trump is an absolutely historic President already, in less than 3 years in office. His record is there f…"
281,Donald Trump,....COMING HOME! We were supposed to be there for 30 days - That was 10 years ago. When these pundit fools who have…
282,Donald Trump,....USA has gained Trillions of Dollars in wealth since November 2016. All others way down. Our power is Economic b…
283,Donald Trump,Turkey fully understands not to fire on the Kurds as they leave what will be known as the Safe Zone for other fairl…
284,Donald Trump,"So Congressman Tim Ryan of Ohio has finally dropped out of the race for President, registering ZERO in the polls &amp;…"
285,Donald Trump,"Another big dropout of the Presidential race was, along with 0% Tim Ryan, 0% @RepSwalwell. Such talk and bravado fr…"
286,Donald Trump,"Where is the Whistleblower, and why did he or she write such a fictitious and incorrect account of my phone call wi…"
287,Donald Trump,"I really enjoyed my conversation with General @MazloumAbdi. He appreciates what we have done, and I appreciate what…"
288,Donald Trump,The Oil Fields discussed in my speech on Turkey/Kurds yesterday were held by ISIS until the United States took them…
289,Donald Trump,"Thank you to House Republicans for being tough, smart, and understanding in detail the greatest Witch Hunt in Ameri…"
290,Donald Trump,"The Federal Reserve is derelict in its duties if it doesn’t lower the Rate and even, ideally, stimulate. Take a loo…"
291,Donald Trump,Don’t hurt them please!
292,Donald Trump,It is the only thing the Do Nothing Dems are doing!
293,Donald Trump,Just a continuation of the Witch Hunt!
294,Donald Trump,"(Kiddingly) We’re building a Wall in Colorado”(then stated, “we’re not building a Wall in Kansas but they get the b…"
295,Donald Trump,"PROMISES MADE, PROMISES KEPT! #SHALEINSIGHT2019"
296,Donald Trump,"It was wonderful to be back in Pittsburgh, Pennsylvania with the incredible Patriots who fuel our factories, light…"
297,Donald Trump,"It would be really great if the people within the Trump Administration, all well-meaning and good (I hope!), could…"
298,Donald Trump,"....Does anybody think this is fair? Even though there was no quid pro quo, I’m sure they would like to try. Worse than the Dems!"
299,Donald Trump,"Never Trumper Republican John Bellinger, represents Never Trumper Diplomat Bill Taylor (who I don’t know), in testi…"
300,Donald Trump,"The Never Trumper Republicans, though on respirators with not many left, are in certain ways worse and more dangero…"
301,Donald Trump,Thank you General Mazloum for your kind words and courage. Please extend my warmest regards to the Kurdish people.…
302,Donald Trump,
303,Donald Trump,Where’s the Whistleblower?
304,Donald Trump,Big success on the Turkey/Syria Border. Safe Zone created! Ceasefire has held and combat missions have ended. Kurds…
305,Donald Trump,....feel EMPOWERED. There’s a movement happening on these campuses like I’ve never seen before. When you have 3000…
306,Donald Trump,....Order a couple of months ago saying that any school that does not uphold the First Amendment Rights of its stud…
307,Donald Trump,Young campus Conservatives are flocking to Turning Point USA &amp; other Conservative speaker events all over the Count…
308,Donald Trump,Republicans are going to fight harder than ever to win back the House because of what the Do Nothing Democrats have done to our Country!
309,Donald Trump,Neither he (Taylor) or any other witness has provided testimony that the Ukrainians were aware that military aid wa…
310,Donald Trump,It never ends. The Do Nothing Dems are terrible!
311,Donald Trump,Thank you Steve!
312,Donald Trump,The Democrats Scam goes on and on! They Do Nothing!
313,Donald Trump,The Witch Hunt continues!
314,Donald Trump,The Do Nothing Dems have nothing but time!
315,Donald Trump,"Wrong, never even discussed this with Kellyanne Conway or Steve Mnuchin. Just more Fake News!"
